taxids;name;type designation
69837;environmental samples;environmental samples <Azoarcus>
69840;environmental samples;environmental samples <Geothrix>
69948;environmental samples;environmental samples <Leuconostoc>
70745;environmental samples;environmental samples <Pirellula>
70746;environmental samples;environmental samples <Planctomyces>
71181;environmental samples;environmental samples <Annelida>
73639;environmental samples;environmental samples <Nitrosomonas>
73872;environmental samples;environmental samples <Shewanella>
74202;environmental samples;environmental samples <Verrucomicrobia>
74261;environmental samples;environmental samples <Methanosaeta>
75655;environmental samples;environmental samples <Duganella>
75661;environmental samples;environmental samples <Acinetobacter>
75663;environmental samples;environmental samples <Escherichia>
75667;environmental samples;environmental samples <Gemella>
75669;environmental samples;environmental samples <Herbaspirillum>
75671;environmental samples;environmental samples <Micrococcus>
75673;environmental samples;environmental samples <Phyllobacterium>
75676;environmental samples;environmental samples <Shigella>
75924;environmental samples;environmental samples <Moraxellaceae>
77118;environmental samples;environmental samples <Burkholderia>
77353;environmental samples;environmental samples <Treponema>
77630;environmental samples;environmental samples <Saccharomycetales>
77632;environmental samples;environmental samples <Chlamydomonadales>
77633;environmental samples;environmental samples <Prasinophyceae>
77695;environmental samples;environmental samples <stramenopiles>
77697;environmental samples;environmental samples <Rhodophyta>
78555;environmental samples;environmental samples <Moritella>
79769;environmental samples;environmental samples <Methanomicrobiales>
80843;environmental samples;environmental samples <Flavobacteria>
80844;environmental samples;environmental samples <Chlorophyta>
81490;environmental samples;environmental samples <prokaryotes>
81490;prokaryotic environmental samples;
83426;environmental samples;environmental samples <Streptococcus>
84372;environmental samples;environmental samples <Eubacterium>
84374;environmental samples;environmental samples <Prevotella>
84713;environmental samples;environmental samples <Chromatiaceae>
87806;environmental samples;environmental samples <Vibrio>
87828;environmental samples;environmental samples <epsilon proteobacteria>
88215;environmental samples;environmental samples <Jacinthobacterium>
88601;environmental samples;environmental samples <Corynebacterium>
89267;environmental samples;environmental samples <Anabaena>
89271;environmental samples;environmental samples <Actinobispora>
89277;environmental samples;environmental samples <Lactococcus>
89279;environmental samples;environmental samples <Flavobacterium>
89282;environmental samples;environmental samples <Holophaga>
89285;environmental samples;environmental samples <Microscilla>
89290;environmental samples;environmental samples <Verrucomicrobiaceae>
89293;environmental samples;environmental samples <Sporichthya>
89299;environmental samples;environmental samples <Solomonas>
89304;environmental samples;environmental samples <Streptomycetes>
89306;environmental samples;environmental samples <Arthrobacter>
89308;environmental samples;environmental samples <Brucella>
89310;environmental samples;environmental samples <Alcaligenaceae>
89312;environmental samples;environmental samples <Selenomonas>
89314;environmental samples;environmental samples <Leucobacter>
89695;environmental samples;environmental samples <Aquaspirillum>
90418;environmental samples;environmental samples <Legionellaceae>
90425;environmental samples;environmental samples <gamma sludge group>
90628;environmental samples;environmental samples <Rhodocyclus group>
90811;environmental samples;environmental samples <Thiomicrospira>
90877;environmental samples;environmental samples <Cytophaga>
95757;environmental samples;environmental samples <Bradyrhizobium group>
95759;environmental samples;environmental samples <Flexibacter group>
95865;environmental samples;environmental samples <Thermoplasmales>
95882;environmental samples;environmental samples <Chroococcales>
95893;environmental samples;environmental samples <candidate division OS-K>
95900;environmental samples;environmental samples <candidate division TM7>
95902;environmental samples;environmental samples <candidate division TM6>
95904;environmental samples;environmental samples <Microgenomates>
95908;environmental samples;environmental samples <candidate division sediment-1>
95913;environmental samples;environmental samples <candidate division sediment-4>
95916;environmental samples;environmental samples <Chlamydiales>
95920;environmental samples;environmental samples <Methanosarcinales>
96043;environmental samples;environmental samples <Asteridae>
96501;environmental samples;environmental samples <Omnitrophica>
96502;environmental samples;environmental samples <Methanogenium>
97132;environmental samples;environmental samples <Methanomicrobiaceae>
97133;environmental samples;environmental samples <Methanocorpusculaceae>
97500;environmental samples;environmental samples <Pseudomonas group>
97503;environmental samples;environmental samples <Saprospira group>
97507;environmental samples;environmental samples <Atribacteria>
97709;environmental samples;environmental samples <candidate division Sediment Archaea-1>
97788;environmental samples;environmental samples <Syntrophus>
97800;environmental samples;environmental samples <Sulfurospirillum>
97808;environmental samples;environmental samples <Isochromatium>
97816;environmental samples;environmental samples <Frankineae>
97818;environmental samples;environmental samples <Mycobacterium>
97821;environmental samples;environmental samples <candidate division WS5>
97825;environmental samples;environmental samples <Rickettsiales>
97833;environmental samples;environmental samples <Psychroserpens>
97839;environmental samples;environmental samples <candidate division Sediment-2>
97841;environmental samples;environmental samples <Octadecabacter>
97843;environmental samples;environmental samples <Polaribacter>
97900;environmental samples;environmental samples <Acetobacterium>
97902;environmental samples;environmental samples <Desulfuromusa>
97907;environmental samples;environmental samples <Marinocaulis>
97910;environmental samples;environmental samples <Rhodobium>
97912;environmental samples;environmental samples <Hyphomonas group>
97914;environmental samples;environmental samples <Halomonadaceae>
97916;environmental samples;environmental samples <Halomonas>
97921;environmental samples;environmental samples <candidate division Sediment-3>
97924;environmental samples;environmental samples <Ectothiorhodospiraceae>
97927;environmental samples;environmental samples <Halorubrum>
97930;environmental samples;environmental samples <Halobacteriaceae>
97938;environmental samples;environmental samples <Delftia>
97940;environmental samples;environmental samples <Stenotrophomonas>
97942;environmental samples;environmental samples <Haloanaerobiales>
97945;environmental samples;environmental samples <Halobacteroidaceae>
97950;environmental samples;environmental samples <Rhodovulum>
98160;environmental samples;environmental samples <Marinobacter>
98164;environmental samples;environmental samples <Roseovarius>
98167;environmental samples;environmental samples <Prochlorococcus>
98171;environmental samples;environmental samples <Arcobacter>
98173;environmental samples;environmental samples <Alteromonadaceae>
98175;environmental samples;environmental samples <Thiovulum>
98178;environmental samples;environmental samples <Marichromatium>
98183;environmental samples;environmental samples <Pelodictyon>
98185;environmental samples;environmental samples <Amaricoccus>
98187;environmental samples;environmental samples <Roseobacter>
98191;environmental samples;environmental samples <Methanosarcina>
98193;environmental samples;environmental samples <Methanococcoides>
98198;environmental samples;environmental samples <Halobacteriales>
99255;environmental samples;environmental samples <Latescibacteria>
99256;environmental samples;environmental samples <candidate division WS2>
99257;environmental samples;environmental samples <candidate division WS6>
99258;environmental samples;environmental samples <candidate division WS4>
99259;environmental samples;environmental samples <candidate division WS1>
99260;environmental samples;environmental samples <candidate division Termite group 1>
99276;environmental samples;environmental samples <Aminicenantes>
99277;environmental samples;environmental samples <candidate division OP7>
99278;environmental samples;environmental samples <candidate division OP6>
99279;environmental samples;environmental samples <candidate division OP5>
99280;environmental samples;environmental samples <candidate division OP4>
99281;environmental samples;environmental samples <candidate division OP2>
99283;environmental samples;environmental samples <candidate division OP10>
99284;environmental samples;environmental samples <Acetothermia>
100272;Eukaryota environmental sample;
100741;environmental samples;environmental samples <Sulfolobales>
101026;environmental samples;environmental samples <Dinophyceae>
101447;environmental samples;environmental samples <Rubrobacter>
104107;environmental samples;environmental samples <Bartonella>
104928;environmental samples;environmental samples <RA14 methanotroph group>
104929;environmental samples;environmental samples <Methylocystis>
104931;environmental samples;environmental samples <RA21 methanotroph group>
105812;environmental samples;environmental samples <Desulfocapsa>
105950;environmental samples;environmental samples <Methylocystaceae>
105961;environmental samples;environmental samples <Methylococcaceae>
107642;environmental samples;environmental samples <Methylobacter>
107647;environmental samples;environmental samples <Methylomonas>
107651;environmental samples;environmental samples <Methylomicrobium>
107654;environmental samples;environmental samples <Methylosinus>
109667;environmental samples;environmental samples <Dehalobacter>
111624;environmental samples;environmental samples <candidate division KSA1>
111628;environmental samples;environmental samples <candidate division KSA2>
111631;environmental samples;environmental samples <candidate division KSB1>
111635;environmental samples;environmental samples <candidate division KSB2>
111640;environmental samples;environmental samples <candidate division KSB3>
111645;environmental samples;environmental samples <candidate division KSB4>
111737;environmental samples;environmental samples <Sulfitobacter>
111741;environmental samples;environmental samples <Methylophaga>
111744;environmental samples;environmental samples <Rhabdochromatium>
111746;environmental samples;environmental samples <Desulfobulbus>
111748;environmental samples;environmental samples <Desulfonema>
111750;environmental samples;environmental samples <Desulfobacterium>
111752;environmental samples;environmental samples <Desulfosarcina>
112075;environmental samples;environmental samples <Holophaga group>
114052;environmental samples;environmental samples <Pseudoalteromonas>
114533;environmental samples;environmental samples <Thermococcaceae>
114535;environmental samples;environmental samples <Thermoanaerobacter>
114537;environmental samples;environmental samples <Dethiosulfovibrio>
114552;environmental samples;environmental samples <Brevundimonas>
114554;environmental samples;environmental samples <Sphingomonas>
114558;environmental samples;environmental samples <Thermococcales>
114562;environmental samples;environmental samples <Acidaminococcus>
114703;environmental samples;environmental samples <Verrucomicrobium>
114705;environmental samples;environmental samples <Acidobacterium>
114709;environmental samples;environmental samples <Comamonas>
114711;environmental samples;environmental samples <Azospirillum>
114713;environmental samples;environmental samples <Acetobacter>
114842;environmental samples;environmental samples <Colwellia>
117608;environmental samples;environmental samples <Rubrobacteridae>
117745;environmental samples;environmental samples <Flavobacteriaceae>
117769;environmental samples;environmental samples <Cytophagales>
117771;environmental samples;environmental samples <Acidimicrobidae>
117936;environmental samples;environmental samples <Ferriplasma group>
117943;environmental samples;environmental samples <Desulfurella group>
118325;environmental samples;environmental samples <Desulfotomaculum>
120021;environmental samples;environmental samples <Microcoleus>
120433;environmental samples;environmental samples <Thermoproteaceae>
120456;environmental samples;environmental samples <Thermoproteales>
120457;environmental samples;environmental samples <Desulfurococacceae>
123216;environmental samples;environmental samples <EX-H1 group>
124038;environmental samples;environmental samples <candidate sub-division kps59rc>
124424;environmental samples;environmental samples <Marine Group IV>
124728;environmental samples;environmental samples <Acidobacteriales>
125954;environmental samples;environmental samples <Ruegeria>
126073;environmental samples;environmental samples <Rhodobacter>
126079;environmental samples;environmental samples <Erythrobacter>
126081;environmental samples;environmental samples <Antarctobacter>
126512;environmental samples;environmental samples <Caedibacter>
126514;environmental samples;environmental samples <Psychrobacter>
126517;environmental samples;environmental samples <Rhodospirillum>
127729;environmental samples;environmental samples <Microbacteriaceae>
127736;environmental samples;environmental samples <Xanthomonas group>
127740;environmental samples;environmental samples <Vibrionaceae>
127750;environmental samples;environmental samples <Micrococcaceae>
127753;environmental samples;environmental samples <candidate division kpj58rc>
127777;environmental samples;environmental samples <Gelidibacter>
127780;environmental samples;environmental samples <Clavibacter>
127783;environmental samples;environmental samples <Fusobacterium>
127785;environmental samples;environmental samples <Synechococcus>
127805;environmental samples;environmental samples <Leucothrix>
128082;environmental samples;environmental samples <Comamonadaceae>
129591;environmental samples;environmental samples <Actinomyces>
129633;environmental samples;environmental samples <Bradyrhizobium>
129663;environmental samples;environmental samples <Hydrogenophilus>
129665;environmental samples;environmental samples <Janibacter>
129668;environmental samples;environmental samples <Leptospira>
129670;environmental samples;environmental samples <Methylobacterium>
129680;environmental samples;environmental samples <Micromonospora>
129685;environmental samples;environmental samples <Neisseria>
129688;environmental samples;environmental samples <Paracoccus>
129696;environmental samples;environmental samples <Rhizobium>
129699;environmental samples;environmental samples <Rhodococcus>
